Timestamp,Total Score,Area,Distance Preferred,Parking Options,Cost Per Hour,Type of Parking,Type of Area,CCTV Security,Water Service,Other Feedback
2024/02/23 01:15:41 PM GMT+5:30,2.67 / 0,760 sq feet,Harohalli,Street parking,60 rs,Perpendicular parking,Closed area,No,No,Cost should be relevant
2024/09/21 04:18:30 AM GMT+5:30,4.65 / 0,783 sq feet,City Center,Street parking,39 rs,Parallel parking,Open area,Yes,Yes,Cost should be relevant
2024/07/20 11:18:19 PM GMT+5:30,3.78 / 0,214 sq feet,Suburban Area,Residential area,59 rs,Parallel parking,Closed area,Yes,No,Cost should be relevant
2024/06/11 01:44:50 AM GMT+5:30,8.11 / 0,350 sq feet,Harohalli,Residential area,95 rs,Angle parking,Open area,No,Yes,Cost should be relevant
2024/06/12 06:20:04 PM GMT+5:30,6.35 / 0,543 sq feet,Harohalli,Street parking,73 rs,Parallel parking,Closed area,No,Yes,Cost should be relevant
2024/03/14 10:38:39 PM GMT+5:30,6.20 / 0,49 sq feet,Harohalli,Commercial area,67 rs,Angle parking,Open area,Yes,No,Good feedback
2024/03/21 03:07:45 PM GMT+5:30,7.89 / 0,513 sq feet,Kanakpura,Residential area,62 rs,Perpendicular parking,Open area,Yes,No,Good feedback
2024/08/05 12:09:25 PM GMT+5:30,3.11 / 0,911 sq feet,Kanakpura,Commercial area,92 rs,Perpendicular parking,Closed area,No,No,Good one
2024/04/10 07:33:52 AM GMT+5:30,9.74 / 0,380 sq feet,Harohalli,Street parking,95 rs,Perpendicular parking,Closed area,No,No,Good one
2024/08/04 07:42:26 AM GMT+5:30,9.76 / 0,247 sq feet,Suburban Area,Street parking,40 rs,Parallel parking,Closed area,Yes,Yes,Good one
2024/06/04 03:45:36 PM GMT+5:30,9.83 / 0,34 sq feet,Harohalli,Residential area,70 rs,Parallel parking,Closed area,No,No,Good one
2024/06/10 01:23:25 PM GMT+5:30,1.44 / 0,389 sq feet,Suburban Area,Commercial area,11 rs,Angle parking,Open area,Yes,Yes,Good feedback
2024/02/24 08:46:17 PM GMT+5:30,0.53 / 0,904 sq feet,Kanakpura,Street parking,90 rs,Parallel parking,Closed area,Yes,Yes,Good feedback
2024/03/11 09:31:25 AM GMT+5:30,3.96 / 0,516 sq feet,City Center,Street parking,68 rs,Perpendicular parking,Open area,Yes,Yes,Good one
2024/03/10 02:08:50 PM GMT+5:30,2.82 / 0,173 sq feet,Harohalli,Residential area,18 rs,Angle parking,Open area,No,Yes,
2024/01/03 01:14:06 AM GMT+5:30,1.77 / 0,976 sq feet,Harohalli,Residential area,52 rs,Angle parking,Closed area,Yes,No,Good feedback
2024/09/04 10:20:34 PM GMT+5:30,3.11 / 0,477 sq feet,Suburban Area,Residential area,72 rs,Parallel parking,Closed area,Yes,No,Cost should be relevant
2024/04/21 07:06:40 PM GMT+5:30,3.64 / 0,980 sq feet,Kanakpura,Commercial area,30 rs,Angle parking,Closed area,No,No,
2024/02/27 06:03:48 AM GMT+5:30,3.50 / 0,578 sq feet,Harohalli,Residential area,52 rs,Parallel parking,Closed area,Yes,Yes,Good one
2024/04/07 12:42:35 PM GMT+5:30,2.40 / 0,496 sq feet,City Center,Commercial area,57 rs,Perpendicular parking,Closed area,No,No,Good feedback
2024/08/29 04:19:53 PM GMT+5:30,1.19 / 0,901 sq feet,Kanakpura,Street parking,84 rs,Parallel parking,Open area,No,Yes,Good feedback
2024/06/05 07:18:19 AM GMT+5:30,2.54 / 0,142 sq feet,Harohalli,Residential area,40 rs,Perpendicular parking,Closed area,Yes,No,Good feedback
2024/06/01 03:13:50 PM GMT+5:30,8.50 / 0,34 sq feet,City Center,Street parking,67 rs,Parallel parking,Open area,Yes,No,
2024/08/06 06:43:55 AM GMT+5:30,8.66 / 0,474 sq feet,Kanakpura,Commercial area,11 rs,Parallel parking,Open area,Yes,Yes,Good one
2024/07/16 02:35:19 AM GMT+5:30,9.46 / 0,699 sq feet,Harohalli,Residential area,45 rs,Parallel parking,Closed area,No,No,Good feedback
2024/01/08 06:59:44 PM GMT+5:30,4.34 / 0,863 sq feet,Harohalli,Street parking,53 rs,Parallel parking,Open area,Yes,No,Good feedback
2024/04/19 09:00:06 PM GMT+5:30,9.49 / 0,819 sq feet,City Center,Street parking,31 rs,Parallel parking,Open area,No,No,Good one
2024/05/31 01:47:25 PM GMT+5:30,4.73 / 0,925 sq feet,Kanakpura,Residential area,22 rs,Parallel parking,Closed area,Yes,Yes,Good feedback
2024/04/04 11:24:26 AM GMT+5:30,2.78 / 0,860 sq feet,Suburban Area,Commercial area,48 rs,Parallel parking,Open area,No,Yes,
2024/09/16 01:26:22 PM GMT+5:30,7.98 / 0,584 sq feet,Suburban Area,Street parking,52 rs,Perpendicular parking,Closed area,No,No,
2024/06/17 10:22:00 PM GMT+5:30,4.01 / 0,672 sq feet,Harohalli,Street parking,41 rs,Perpendicular parking,Open area,No,No,Cost should be relevant
2024/07/16 08:22:42 AM GMT+5:30,8.79 / 0,53 sq feet,Kanakpura,Street parking,86 rs,Perpendicular parking,Open area,No,No,Good feedback
2024/08/23 06:38:44 AM GMT+5:30,9.38 / 0,933 sq feet,Harohalli,Residential area,80 rs,Perpendicular parking,Open area,Yes,No,Cost should be relevant
2024/07/28 01:53:22 AM GMT+5:30,1.55 / 0,265 sq feet,City Center,Residential area,75 rs,Parallel parking,Closed area,No,No,
2024/07/09 08:23:15 AM GMT+5:30,9.41 / 0,836 sq feet,Suburban Area,Commercial area,36 rs,Perpendicular parking,Open area,Yes,Yes,Good feedback
2024/08/10 08:40:34 PM GMT+5:30,0.71 / 0,958 sq feet,Suburban Area,Residential area,58 rs,Parallel parking,Closed area,No,Yes,Good one
2024/01/25 10:20:23 AM GMT+5:30,9.85 / 0,447 sq feet,Suburban Area,Commercial area,36 rs,Parallel parking,Open area,Yes,No,
2024/04/06 03:09:58 AM GMT+5:30,4.04 / 0,434 sq feet,City Center,Residential area,12 rs,Perpendicular parking,Closed area,Yes,Yes,Good feedback
2024/08/20 01:49:16 AM GMT+5:30,2.60 / 0,696 sq feet,Kanakpura,Commercial area,40 rs,Perpendicular parking,Closed area,No,No,Good one
2024/06/27 05:11:20 AM GMT+5:30,3.49 / 0,695 sq feet,City Center,Commercial area,48 rs,Parallel parking,Closed area,Yes,No,
2024/01/12 03:52:26 PM GMT+5:30,1.99 / 0,101 sq feet,Harohalli,Commercial area,18 rs,Perpendicular parking,Closed area,No,No,Good one
2024/08/27 09:36:35 AM GMT+5:30,2.82 / 0,758 sq feet,Suburban Area,Residential area,14 rs,Parallel parking,Closed area,No,No,Cost should be relevant
2024/09/07 08:01:00 PM GMT+5:30,8.47 / 0,616 sq feet,Kanakpura,Residential area,42 rs,Angle parking,Closed area,Yes,Yes,Cost should be relevant
2024/08/10 05:25:26 PM GMT+5:30,3.43 / 0,309 sq feet,Suburban Area,Residential area,78 rs,Parallel parking,Open area,Yes,Yes,Good one
2024/03/25 11:56:37 AM GMT+5:30,4.41 / 0,329 sq feet,Harohalli,Commercial area,65 rs,Perpendicular parking,Closed area,Yes,Yes,
2024/01/07 03:49:24 PM GMT+5:30,7.38 / 0,717 sq feet,City Center,Residential area,51 rs,Angle parking,Open area,No,Yes,Cost should be relevant
2024/09/10 12:50:24 PM GMT+5:30,6.93 / 0,332 sq feet,City Center,Commercial area,96 rs,Perpendicular parking,Open area,Yes,No,Good one
2024/01/29 11:47:58 AM GMT+5:30,7.34 / 0,874 sq feet,Kanakpura,Commercial area,93 rs,Parallel parking,Open area,Yes,No,Cost should be relevant
2024/08/16 10:30:45 PM GMT+5:30,2.62 / 0,323 sq feet,Suburban Area,Commercial area,16 rs,Angle parking,Open area,No,Yes,
2024/04/12 12:41:05 PM GMT+5:30,9.30 / 0,396 sq feet,Kanakpura,Commercial area,86 rs,Perpendicular parking,Open area,No,Yes,Cost should be relevant
2024/05/01 03:53:54 PM GMT+5:30,5.23 / 0,139 sq feet,City Center,Residential area,71 rs,Angle parking,Closed area,No,No,Cost should be relevant
2024/07/31 05:12:01 AM GMT+5:30,1.22 / 0,20 sq feet,Suburban Area,Commercial area,11 rs,Parallel parking,Open area,No,Yes,Good feedback
2024/07/02 11:05:16 AM GMT+5:30,1.79 / 0,307 sq feet,Kanakpura,Street parking,21 rs,Perpendicular parking,Open area,No,Yes,Cost should be relevant
2024/09/25 07:14:12 PM GMT+5:30,8.16 / 0,484 sq feet,Kanakpura,Residential area,36 rs,Parallel parking,Closed area,Yes,Yes,Good feedback
2024/01/08 03:44:55 AM GMT+5:30,4.17 / 0,203 sq feet,Suburban Area,Commercial area,55 rs,Perpendicular parking,Closed area,No,Yes,Good feedback
2024/08/12 12:19:54 AM GMT+5:30,8.92 / 0,347 sq feet,Suburban Area,Street parking,30 rs,Angle parking,Open area,Yes,Yes,
2024/08/12 08:09:22 AM GMT+5:30,0.72 / 0,981 sq feet,Kanakpura,Street parking,27 rs,Parallel parking,Open area,Yes,No,Cost should be relevant
2024/01/21 07:45:24 PM GMT+5:30,3.04 / 0,895 sq feet,Suburban Area,Street parking,34 rs,Parallel parking,Closed area,No,Yes,Good one
2024/06/13 03:30:08 AM GMT+5:30,1.94 / 0,12 sq feet,Harohalli,Residential area,46 rs,Angle parking,Open area,Yes,Yes,Good one
2024/01/31 02:12:44 AM GMT+5:30,5.14 / 0,787 sq feet,Harohalli,Residential area,30 rs,Parallel parking,Closed area,No,No,
2024/09/02 03:09:50 AM GMT+5:30,3.00 / 0,47 sq feet,City Center,Street parking,12 rs,Perpendicular parking,Open area,No,Yes,Good one
2024/02/09 06:20:53 AM GMT+5:30,6.22 / 0,521 sq feet,City Center,Residential area,88 rs,Angle parking,Closed area,No,No,Good one
2024/01/19 10:56:32 PM GMT+5:30,2.12 / 0,635 sq feet,City Center,Street parking,86 rs,Perpendicular parking,Closed area,Yes,Yes,Good feedback
2024/04/27 02:13:32 AM GMT+5:30,0.47 / 0,343 sq feet,Harohalli,Residential area,71 rs,Perpendicular parking,Open area,Yes,No,Good one
2024/01/15 03:31:59 PM GMT+5:30,1.36 / 0,444 sq feet,Suburban Area,Residential area,89 rs,Perpendicular parking,Open area,No,Yes,Cost should be relevant
2024/08/04 03:05:24 PM GMT+5:30,4.00 / 0,631 sq feet,Kanakpura,Street parking,13 rs,Parallel parking,Open area,No,No,
2024/07/18 05:59:55 AM GMT+5:30,6.91 / 0,231 sq feet,Kanakpura,Street parking,35 rs,Angle parking,Closed area,No,No,Good feedback
2024/06/09 01:54:49 AM GMT+5:30,6.74 / 0,993 sq feet,Harohalli,Street parking,64 rs,Angle parking,Closed area,No,No,
2024/08/02 12:37:16 AM GMT+5:30,7.63 / 0,555 sq feet,City Center,Residential area,16 rs,Perpendicular parking,Open area,Yes,No,
2024/04/07 04:07:40 PM GMT+5:30,7.57 / 0,492 sq feet,Kanakpura,Street parking,58 rs,Parallel parking,Open area,Yes,Yes,
2024/06/27 02:18:32 AM GMT+5:30,7.54 / 0,842 sq feet,Harohalli,Residential area,22 rs,Parallel parking,Closed area,Yes,Yes,Good one
2024/08/08 06:19:03 AM GMT+5:30,3.59 / 0,950 sq feet,Suburban Area,Commercial area,12 rs,Perpendicular parking,Closed area,No,No,Good one
2024/05/24 09:14:16 PM GMT+5:30,9.77 / 0,34 sq feet,City Center,Residential area,31 rs,Perpendicular parking,Open area,No,Yes,Cost should be relevant
2024/05/27 06:38:34 PM GMT+5:30,6.53 / 0,642 sq feet,Harohalli,Commercial area,78 rs,Parallel parking,Closed area,Yes,Yes,Cost should be relevant
2024/08/13 08:01:41 AM GMT+5:30,3.41 / 0,226 sq feet,Kanakpura,Commercial area,37 rs,Angle parking,Closed area,Yes,No,Cost should be relevant
2024/08/23 02:17:17 PM GMT+5:30,9.22 / 0,458 sq feet,City Center,Street parking,54 rs,Perpendicular parking,Closed area,Yes,No,Cost should be relevant
2024/03/24 04:25:30 AM GMT+5:30,8.80 / 0,121 sq feet,Kanakpura,Residential area,47 rs,Perpendicular parking,Open area,Yes,Yes,Good feedback
2024/05/27 04:38:13 PM GMT+5:30,8.08 / 0,473 sq feet,Suburban Area,Street parking,69 rs,Parallel parking,Closed area,Yes,No,
2024/01/11 09:27:27 PM GMT+5:30,8.34 / 0,300 sq feet,Harohalli,Commercial area,55 rs,Perpendicular parking,Closed area,Yes,No,Good feedback
2024/07/11 06:27:50 AM GMT+5:30,4.72 / 0,280 sq feet,Harohalli,Residential area,93 rs,Parallel parking,Closed area,Yes,Yes,
2024/04/22 06:21:09 PM GMT+5:30,8.75 / 0,365 sq feet,City Center,Residential area,35 rs,Parallel parking,Closed area,Yes,Yes,Cost should be relevant
2024/05/14 03:22:09 AM GMT+5:30,3.19 / 0,800 sq feet,Harohalli,Commercial area,75 rs,Parallel parking,Open area,No,No,Cost should be relevant
2024/03/15 04:16:13 PM GMT+5:30,0.30 / 0,399 sq feet,Suburban Area,Residential area,89 rs,Parallel parking,Closed area,No,Yes,Cost should be relevant
2024/09/03 10:50:10 AM GMT+5:30,3.59 / 0,448 sq feet,City Center,Street parking,13 rs,Perpendicular parking,Open area,Yes,No,Cost should be relevant
2024/06/21 03:31:01 AM GMT+5:30,6.51 / 0,520 sq feet,Harohalli,Residential area,42 rs,Angle parking,Closed area,No,Yes,Good feedback
2024/09/22 10:17:32 AM GMT+5:30,0.46 / 0,354 sq feet,Suburban Area,Residential area,15 rs,Perpendicular parking,Open area,No,No,Good feedback
2024/07/30 02:46:46 PM GMT+5:30,3.43 / 0,476 sq feet,City Center,Commercial area,97 rs,Perpendicular parking,Closed area,No,Yes,
2024/01/13 12:32:24 AM GMT+5:30,2.78 / 0,779 sq feet,Suburban Area,Residential area,88 rs,Perpendicular parking,Open area,Yes,Yes,Good feedback
2024/08/12 02:59:03 PM GMT+5:30,8.32 / 0,82 sq feet,City Center,Residential area,55 rs,Perpendicular parking,Closed area,No,Yes,Good feedback
2024/06/20 08:02:38 AM GMT+5:30,6.98 / 0,380 sq feet,Suburban Area,Commercial area,64 rs,Perpendicular parking,Closed area,No,Yes,Good one
2024/09/09 04:27:41 AM GMT+5:30,5.64 / 0,321 sq feet,Harohalli,Street parking,38 rs,Parallel parking,Closed area,No,No,Cost should be relevant
2024/05/15 01:45:28 PM GMT+5:30,1.23 / 0,948 sq feet,Harohalli,Residential area,20 rs,Angle parking,Open area,No,No,Cost should be relevant
2024/08/23 03:12:51 PM GMT+5:30,5.53 / 0,172 sq feet,Suburban Area,Residential area,33 rs,Parallel parking,Open area,No,Yes,
2024/04/11 09:18:49 AM GMT+5:30,0.67 / 0,196 sq feet,Suburban Area,Street parking,79 rs,Perpendicular parking,Closed area,Yes,No,
2024/08/18 03:22:45 AM GMT+5:30,7.06 / 0,819 sq feet,City Center,Commercial area,16 rs,Angle parking,Closed area,Yes,No,Good feedback
2024/03/11 11:57:16 AM GMT+5:30,0.05 / 0,570 sq feet,City Center,Residential area,97 rs,Parallel parking,Closed area,No,No,Good one
2024/04/24 09:05:34 AM GMT+5:30,4.78 / 0,895 sq feet,Kanakpura,Residential area,60 rs,Parallel parking,Open area,No,No,Good feedback
2024/06/10 10:27:24 AM GMT+5:30,4.68 / 0,359 sq feet,Harohalli,Residential area,35 rs,Parallel parking,Open area,No,No,Good feedback
2024/09/19 02:04:52 PM GMT+5:30,9.24 / 0,799 sq feet,Harohalli,Street parking,58 rs,Angle parking,Closed area,No,Yes,Good one
2024/05/02 07:35:44 PM GMT+5:30,2.69 / 0,535 sq feet,Harohalli,Commercial area,87 rs,Parallel parking,Open area,Yes,No,Cost should be relevant
2024/06/23 08:57:49 AM GMT+5:30,8.18 / 0,191 sq feet,Harohalli,Residential area,90 rs,Parallel parking,Open area,Yes,No,Good one
2024/09/19 05:06:30 PM GMT+5:30,1.62 / 0,648 sq feet,Suburban Area,Street parking,63 rs,Parallel parking,Closed area,No,No,Good one
2024/02/11 02:24:45 PM GMT+5:30,5.18 / 0,340 sq feet,Suburban Area,Residential area,32 rs,Parallel parking,Open area,No,No,Good one
2024/09/23 03:07:54 PM GMT+5:30,8.83 / 0,849 sq feet,City Center,Residential area,100 rs,Parallel parking,Open area,No,No,Good one
2024/07/11 02:11:54 AM GMT+5:30,9.89 / 0,925 sq feet,Kanakpura,Commercial area,38 rs,Parallel parking,Closed area,Yes,No,Cost should be relevant
2024/04/03 11:50:06 PM GMT+5:30,5.91 / 0,820 sq feet,Harohalli,Street parking,13 rs,Perpendicular parking,Closed area,No,Yes,Good feedback
2024/01/09 10:39:03 PM GMT+5:30,7.99 / 0,471 sq feet,Harohalli,Commercial area,96 rs,Parallel parking,Closed area,Yes,Yes,Cost should be relevant
2024/09/06 07:21:54 AM GMT+5:30,7.77 / 0,418 sq feet,City Center,Commercial area,82 rs,Parallel parking,Closed area,Yes,Yes,Good one
2024/02/14 04:15:48 AM GMT+5:30,6.26 / 0,734 sq feet,Harohalli,Street parking,97 rs,Parallel parking,Open area,Yes,No,Good one
2024/03/23 07:13:23 PM GMT+5:30,8.67 / 0,706 sq feet,Kanakpura,Commercial area,34 rs,Angle parking,Closed area,No,Yes,
2024/04/13 05:28:09 AM GMT+5:30,4.25 / 0,786 sq feet,Harohalli,Residential area,69 rs,Angle parking,Open area,No,No,Cost should be relevant
2024/01/22 09:12:32 AM GMT+5:30,9.47 / 0,975 sq feet,City Center,Commercial area,39 rs,Perpendicular parking,Open area,No,Yes,Good feedback
2024/01/27 05:37:28 AM GMT+5:30,2.43 / 0,439 sq feet,Harohalli,Street parking,62 rs,Parallel parking,Open area,Yes,No,Good one
2024/09/11 01:08:41 AM GMT+5:30,2.78 / 0,287 sq feet,Kanakpura,Residential area,12 rs,Parallel parking,Closed area,No,Yes,
2024/07/24 04:35:39 AM GMT+5:30,0.42 / 0,293 sq feet,Harohalli,Residential area,89 rs,Perpendicular parking,Open area,Yes,No,
2024/07/20 07:49:47 PM GMT+5:30,8.65 / 0,901 sq feet,Harohalli,Street parking,81 rs,Parallel parking,Open area,No,No,Good feedback
2024/01/28 04:15:12 AM GMT+5:30,6.19 / 0,558 sq feet,City Center,Residential area,64 rs,Angle parking,Open area,No,No,Cost should be relevant
2024/01/20 11:28:55 PM GMT+5:30,2.44 / 0,572 sq feet,Harohalli,Street parking,19 rs,Perpendicular parking,Open area,No,Yes,
2024/02/06 12:30:36 PM GMT+5:30,8.87 / 0,495 sq feet,City Center,Street parking,41 rs,Perpendicular parking,Open area,Yes,Yes,Good one
2024/05/17 06:44:29 AM GMT+5:30,9.40 / 0,107 sq feet,Harohalli,Street parking,74 rs,Parallel parking,Open area,No,Yes,Good feedback
2024/03/23 10:17:14 AM GMT+5:30,5.97 / 0,296 sq feet,Kanakpura,Street parking,83 rs,Perpendicular parking,Open area,No,Yes,Good one
2024/07/02 03:28:37 AM GMT+5:30,6.15 / 0,392 sq feet,Harohalli,Commercial area,60 rs,Perpendicular parking,Open area,Yes,No,
2024/03/04 09:31:35 PM GMT+5:30,6.62 / 0,305 sq feet,Harohalli,Street parking,70 rs,Perpendicular parking,Open area,No,No,
2024/02/28 09:36:54 PM GMT+5:30,2.44 / 0,797 sq feet,Kanakpura,Residential area,81 rs,Angle parking,Closed area,Yes,No,Good one
2024/05/07 01:07:34 PM GMT+5:30,3.71 / 0,321 sq feet,City Center,Residential area,47 rs,Perpendicular parking,Open area,No,Yes,Good one
2024/02/05 12:12:07 PM GMT+5:30,8.54 / 0,418 sq feet,Suburban Area,Street parking,40 rs,Angle parking,Open area,Yes,Yes,Good one
2024/01/23 04:45:40 PM GMT+5:30,9.41 / 0,669 sq feet,Harohalli,Street parking,28 rs,Parallel parking,Open area,No,Yes,Cost should be relevant
2024/03/24 12:22:13 AM GMT+5:30,5.79 / 0,532 sq feet,Suburban Area,Street parking,90 rs,Angle parking,Closed area,Yes,Yes,Good feedback
2024/02/13 09:58:55 AM GMT+5:30,3.78 / 0,67 sq feet,Suburban Area,Residential area,37 rs,Angle parking,Open area,No,No,Cost should be relevant
2024/03/04 01:21:01 AM GMT+5:30,4.47 / 0,815 sq feet,City Center,Residential area,35 rs,Parallel parking,Closed area,No,No,Good one
2024/04/10 09:48:49 PM GMT+5:30,1.94 / 0,778 sq feet,City Center,Residential area,66 rs,Parallel parking,Open area,Yes,No,Cost should be relevant
2024/07/20 07:11:56 AM GMT+5:30,9.91 / 0,10 sq feet,Harohalli,Street parking,25 rs,Parallel parking,Open area,No,Yes,
2024/03/12 01:53:15 AM GMT+5:30,3.99 / 0,67 sq feet,Suburban Area,Residential area,32 rs,Angle parking,Open area,No,Yes,Good one
2024/05/14 08:24:46 AM GMT+5:30,9.81 / 0,52 sq feet,Suburban Area,Residential area,45 rs,Perpendicular parking,Closed area,No,Yes,Good feedback
2024/06/28 11:48:35 AM GMT+5:30,6.49 / 0,577 sq feet,City Center,Commercial area,50 rs,Parallel parking,Closed area,No,No,Cost should be relevant
2024/06/05 11:24:54 AM GMT+5:30,2.22 / 0,601 sq feet,Suburban Area,Residential area,76 rs,Angle parking,Closed area,Yes,Yes,Cost should be relevant
2024/02/29 12:55:17 AM GMT+5:30,2.93 / 0,286 sq feet,Kanakpura,Commercial area,61 rs,Perpendicular parking,Closed area,Yes,Yes,Good one
2024/08/23 08:01:48 AM GMT+5:30,9.93 / 0,770 sq feet,Kanakpura,Commercial area,34 rs,Angle parking,Open area,Yes,No,
2024/02/05 10:33:55 PM GMT+5:30,0.95 / 0,450 sq feet,Kanakpura,Commercial area,36 rs,Perpendicular parking,Closed area,No,Yes,Good one
2024/02/17 03:59:00 AM GMT+5:30,5.98 / 0,617 sq feet,Suburban Area,Residential area,72 rs,Angle parking,Closed area,Yes,Yes,Cost should be relevant
2024/04/14 11:31:15 PM GMT+5:30,9.30 / 0,370 sq feet,Suburban Area,Street parking,90 rs,Angle parking,Open area,No,No,
2024/05/18 06:29:17 AM GMT+5:30,1.51 / 0,179 sq feet,City Center,Residential area,14 rs,Parallel parking,Closed area,Yes,No,Good one
2024/02/18 09:32:16 PM GMT+5:30,8.16 / 0,685 sq feet,Harohalli,Street parking,59 rs,Perpendicular parking,Open area,No,Yes,Good feedback
2024/09/06 11:57:58 AM GMT+5:30,5.08 / 0,418 sq feet,Suburban Area,Residential area,18 rs,Perpendicular parking,Closed area,No,No,Good feedback
2024/09/17 05:02:06 AM GMT+5:30,6.91 / 0,528 sq feet,Kanakpura,Commercial area,36 rs,Angle parking,Closed area,Yes,No,Good feedback
2024/09/08 12:57:43 PM GMT+5:30,2.94 / 0,399 sq feet,Harohalli,Residential area,69 rs,Perpendicular parking,Closed area,No,Yes,
2024/08/19 09:22:13 AM GMT+5:30,1.57 / 0,835 sq feet,Harohalli,Street parking,73 rs,Angle parking,Open area,Yes,Yes,Good one
2024/09/17 10:04:11 AM GMT+5:30,2.48 / 0,412 sq feet,City Center,Residential area,94 rs,Perpendicular parking,Open area,No,Yes,Cost should be relevant
2024/01/06 08:49:14 AM GMT+5:30,0.22 / 0,623 sq feet,Kanakpura,Residential area,26 rs,Perpendicular parking,Open area,Yes,No,
2024/01/03 06:17:42 AM GMT+5:30,0.34 / 0,584 sq feet,Harohalli,Residential area,70 rs,Perpendicular parking,Closed area,Yes,Yes,Good one
2024/07/08 07:32:40 PM GMT+5:30,1.20 / 0,775 sq feet,City Center,Street parking,90 rs,Angle parking,Open area,No,Yes,
2024/04/20 05:03:50 PM GMT+5:30,4.50 / 0,810 sq feet,Suburban Area,Commercial area,43 rs,Angle parking,Closed area,No,Yes,
2024/05/05 06:50:11 PM GMT+5:30,9.58 / 0,828 sq feet,Suburban Area,Street parking,63 rs,Parallel parking,Closed area,No,No,Good feedback
2024/06/23 04:05:35 AM GMT+5:30,8.75 / 0,23 sq feet,Suburban Area,Commercial area,84 rs,Angle parking,Closed area,No,Yes,Cost should be relevant
2024/02/17 10:30:37 AM GMT+5:30,4.29 / 0,53 sq feet,Suburban Area,Commercial area,33 rs,Perpendicular parking,Open area,Yes,Yes,Cost should be relevant
2024/07/27 04:40:45 AM GMT+5:30,1.98 / 0,623 sq feet,Harohalli,Street parking,16 rs,Parallel parking,Closed area,Yes,Yes,
2024/03/10 03:23:01 AM GMT+5:30,5.55 / 0,112 sq feet,Harohalli,Commercial area,81 rs,Parallel parking,Closed area,Yes,Yes,Good one
2024/09/04 04:55:43 PM GMT+5:30,9.24 / 0,564 sq feet,Kanakpura,Residential area,26 rs,Angle parking,Open area,Yes,Yes,Cost should be relevant
2024/08/12 06:52:01 AM GMT+5:30,7.26 / 0,964 sq feet,City Center,Residential area,53 rs,Angle parking,Closed area,No,No,
2024/05/07 03:43:40 PM GMT+5:30,0.67 / 0,68 sq feet,Suburban Area,Residential area,28 rs,Perpendicular parking,Closed area,Yes,No,Cost should be relevant
2024/01/13 11:53:34 PM GMT+5:30,0.31 / 0,842 sq feet,Harohalli,Street parking,33 rs,Perpendicular parking,Open area,Yes,Yes,
2024/03/27 04:48:33 PM GMT+5:30,7.07 / 0,618 sq feet,Harohalli,Commercial area,62 rs,Angle parking,Closed area,Yes,No,Cost should be relevant
2024/02/01 12:36:04 PM GMT+5:30,9.25 / 0,109 sq feet,Kanakpura,Street parking,77 rs,Perpendicular parking,Closed area,Yes,Yes,Cost should be relevant
2024/04/28 09:22:34 AM GMT+5:30,4.76 / 0,617 sq feet,Kanakpura,Residential area,24 rs,Parallel parking,Closed area,Yes,Yes,Cost should be relevant
2024/01/20 07:10:22 AM GMT+5:30,1.54 / 0,519 sq feet,Kanakpura,Residential area,92 rs,Angle parking,Open area,Yes,No,Good feedback
2024/04/03 11:47:32 PM GMT+5:30,4.06 / 0,25 sq feet,Kanakpura,Street parking,44 rs,Parallel parking,Closed area,No,Yes,
2024/07/29 07:32:08 AM GMT+5:30,0.90 / 0,780 sq feet,Harohalli,Residential area,73 rs,Parallel parking,Open area,No,Yes,Good one
2024/08/13 09:03:11 AM GMT+5:30,1.04 / 0,824 sq feet,Suburban Area,Street parking,64 rs,Perpendicular parking,Closed area,No,Yes,Good feedback
2024/06/27 02:10:22 AM GMT+5:30,0.38 / 0,930 sq feet,Suburban Area,Commercial area,73 rs,Parallel parking,Closed area,Yes,Yes,Good feedback
2024/09/19 11:14:13 PM GMT+5:30,3.12 / 0,899 sq feet,Suburban Area,Street parking,53 rs,Perpendicular parking,Open area,Yes,No,Cost should be relevant
2024/01/19 11:10:56 AM GMT+5:30,8.58 / 0,673 sq feet,City Center,Street parking,62 rs,Angle parking,Open area,Yes,Yes,Good one
2024/03/18 03:27:53 PM GMT+5:30,5.45 / 0,907 sq feet,Kanakpura,Residential area,68 rs,Perpendicular parking,Open area,Yes,Yes,
2024/02/18 02:57:37 AM GMT+5:30,2.17 / 0,120 sq feet,City Center,Commercial area,60 rs,Angle parking,Open area,No,Yes,Cost should be relevant
2024/09/22 01:49:33 AM GMT+5:30,2.43 / 0,649 sq feet,Kanakpura,Street parking,89 rs,Parallel parking,Open area,Yes,Yes,Good one
2024/05/06 06:16:18 PM GMT+5:30,4.18 / 0,795 sq feet,Harohalli,Commercial area,21 rs,Angle parking,Open area,Yes,No,
2024/04/25 07:07:19 AM GMT+5:30,2.41 / 0,679 sq feet,Harohalli,Commercial area,17 rs,Perpendicular parking,Closed area,No,No,Cost should be relevant
2024/05/17 10:44:19 PM GMT+5:30,8.64 / 0,859 sq feet,Harohalli,Residential area,91 rs,Parallel parking,Open area,No,Yes,Good one
2024/01/03 03:03:07 AM GMT+5:30,7.88 / 0,977 sq feet,Suburban Area,Residential area,52 rs,Parallel parking,Closed area,No,No,Cost should be relevant
2024/02/09 02:48:11 AM GMT+5:30,8.98 / 0,494 sq feet,City Center,Residential area,51 rs,Angle parking,Open area,No,No,Good one
